html_url,language,n-contributors,right.html_url,right.language,size,owner,stargazers_count,log-stargazers,log-contributors,log-stargazers-prediction,log-contributors-prediction
https://github.com/clj-commons/manifold,Clojure,46,https://github.com/clj-commons/manifold,Clojure,1605,clj-commons,993,6.900730664045173,3.828641396489095,7.135014202964477,3.8156802509151646
https://github.com/juxt/bidi,Clojure,55,https://github.com/juxt/bidi,Clojure,730,juxt,984,6.891625897052253,4.007333185232471,7.2372987185369535,3.8120898846509146
https://github.com/clj-python/libpython-clj,Clojure,24,https://github.com/clj-python/libpython-clj,Clojure,2484,clj-python,980,6.887552571664617,3.1780538303479458,6.7626130170555285,3.81048361289608
https://github.com/juji-io/datalevin,Clojure,77,https://github.com/juji-io/datalevin,Clojure,10172,juji-io,974,6.881411303642535,4.343805421853684,7.429897941861167,3.8080618703579843
https://github.com/yogthos/Selmer,Clojure,80,https://github.com/yogthos/Selmer,Clojure,1296,yogthos,946,6.852242569051878,4.382026634673881,7.451776049777591,3.7965594957528346
https://github.com/funcool/cats,Clojure,53,https://github.com/funcool/cats,Clojure,1632,funcool,936,6.841615476477592,3.970291913552122,7.216096017748871,3.7923688168814866
https://github.com/witch-house/pronoun.is,Clojure,24,https://github.com/witch-house/pronoun.is,Clojure,152,witch-house,928,6.833031732786201,3.1780538303479458,6.7626130170555285,3.78898391051381
https://github.com/braidchat/braid,Clojure,25,https://github.com/braidchat/braid,Clojure,6255,braidchat,905,6.807934943699926,3.2188758248682006,6.78597983185754,3.779087263521478
https://github.com/puniverse/pulsar,Clojure,23,https://github.com/puniverse/pulsar,Clojure,4023,puniverse,902,6.804614520062624,3.1354942159291497,6.738251575635131,3.7777778904183936
https://github.com/noprompt/meander,Clojure,30,https://github.com/noprompt/meander,Clojure,3198,noprompt,887,6.787844982309579,3.4011973816621555,6.8903420537941695,3.771165004809962
https://github.com/clj-commons/etaoin,Clojure,41,https://github.com/clj-commons/etaoin,Clojure,5264,clj-commons,879,6.778784897685177,3.713572066704308,7.06914765846875,3.7675922585538517
https://github.com/aysylu/loom,Clojure,41,https://github.com/aysylu/loom,Clojure,572,aysylu,870,6.76849321164863,3.713572066704308,7.06914765846875,3.7635338436184007
https://github.com/swannodette/lt-cljs-tutorial,Clojure,28,https://github.com/swannodette/lt-cljs-tutorial,Clojure,656,swannodette,864,6.761572768804055,3.332204510175204,6.850850018443113,3.7608048419270714
https://github.com/gigasquid/wonderland-clojure-katas,Clojure,76,https://github.com/gigasquid/wonderland-clojure-katas,Clojure,378,gigasquid,855,6.75110146893676,4.330733340286331,7.422415384660059,3.7566755982225795
https://github.com/reagent-project/reagent-cookbook,Clojure,27,https://github.com/reagent-project/reagent-cookbook,Clojure,1047,reagent-project,839,6.732210706467206,3.295836866004329,6.830032907076724,3.7492262306188398
https://github.com/metasoarous/oz,Clojure,31,https://github.com/metasoarous/oz,Clojure,27789,metasoarous,814,6.70196036600254,3.4339872044851463,6.909111193477323,3.737297336450447
https://github.com/pallet/pallet,Clojure,38,https://github.com/pallet/pallet,Clojure,13561,pallet,805,6.690842277418564,3.6375861597263857,7.025652757330713,3.7329130386198823
https://github.com/clojupyter/clojupyter,Clojure,30,https://github.com/clojupyter/clojupyter,Clojure,33186,clojupyter,797,6.680854678790215,3.4011973816621555,6.8903420537941695,3.728974537260762
https://github.com/babashka/nbb,Clojure,34,https://github.com/babashka/nbb,Clojure,1817,babashka,791,6.673297967767654,3.5263605246161616,6.961986372397779,3.7259946301038642
https://github.com/djblue/portal,Clojure,49,https://github.com/djblue/portal,Clojure,6363,djblue,791,6.673297967767654,3.8918202981106265,7.171178278505967,3.7259946301038642
https://github.com/day8/re-com,Clojure,50,https://github.com/day8/re-com,Clojure,5493,day8,785,6.665683717782408,3.912023005428146,7.182742459186886,3.7229920330801454
https://github.com/clj-commons/secretary,Clojure,30,https://github.com/clj-commons/secretary,Clojure,175,clj-commons,775,6.652863029353347,3.4011973816621555,6.8903420537941695,3.7179363334388515
https://github.com/plumatic/dommy,Clojure,34,https://github.com/plumatic/dommy,Clojure,345,plumatic,758,6.630683385642372,3.5263605246161616,6.961986372397779,3.7091900311342565
https://github.com/lambdaisland/kaocha,Clojure,63,https://github.com/lambdaisland/kaocha,Clojure,1619,lambdaisland,756,6.628041376179533,4.143134726391533,7.315032535793653,3.7081481833140346
https://github.com/dakrone/clojure-opennlp,Clojure,22,https://github.com/dakrone/clojure-opennlp,Clojure,33612,dakrone,745,6.61338421837956,3.091042453358316,6.712807054468967,3.702368291864232
https://github.com/noir-clojure/noir,Clojure,25,https://github.com/noir-clojure/noir,Clojure,780,noir-clojure,742,6.60934924316738,3.2188758248682006,6.78597983185754,3.7007771430857783
https://github.com/clojure/java.jdbc,Clojure,22,https://github.com/clojure/java.jdbc,Clojure,2056,clojure,709,6.5638555265321274,3.091042453358316,6.712807054468967,3.6828371886015407
https://github.com/ztellman/lamina,Clojure,26,https://github.com/ztellman/lamina,Clojure,4589,ztellman,708,6.56244409369372,3.258096538021482,6.808430061235745,3.6822806053467234
https://github.com/juxt/aero,Clojure,34,https://github.com/juxt/aero,Clojure,247,juxt,703,6.555356891810665,3.5263605246161616,6.961986372397779,3.679485844034475
https://github.com/seancorfield/next-jdbc,Clojure,31,https://github.com/seancorfield/next-jdbc,Clojure,1373,seancorfield,701,6.55250788703459,3.4339872044851463,6.909111193477323,3.678362369854119
https://github.com/nrepl/nrepl,Clojure,80,https://github.com/nrepl/nrepl,Clojure,2364,nrepl,698,6.548219102762372,4.382026634673881,7.451776049777591,3.6766711342214453
https://github.com/mikera/core.matrix,Clojure,63,https://github.com/mikera/core.matrix,Clojure,5147,mikera,693,6.541029999189903,4.143134726391533,7.315032535793653,3.6738361890815128
https://github.com/r0man/sablono,Clojure,23,https://github.com/r0man/sablono,Clojure,675,r0man,691,6.53813982376767,3.1354942159291497,6.738251575635131,3.672696479702698
https://github.com/flosell/lambdacd,Clojure,21,https://github.com/flosell/lambdacd,Clojure,21548,flosell,672,6.51025834052315,3.044522437723423,6.686178649789038,3.6617017187257037
https://github.com/JulianBirch/cljs-ajax,Clojure,78,https://github.com/JulianBirch/cljs-ajax,Clojure,380,JulianBirch,665,6.499787040655854,4.356708826689592,7.437283947240362,3.657572475021211
https://github.com/bhauman/rebel-readline,Clojure,24,https://github.com/bhauman/rebel-readline,Clojure,396,bhauman,662,6.495265555937008,3.1780538303479458,6.7626130170555285,3.6557894764874224
https://github.com/clojure/tools.nrepl,Clojure,21,https://github.com/clojure/tools.nrepl,Clojure,839,clojure,662,6.495265555937008,3.044522437723423,6.686178649789038,3.6557894764874224
https://github.com/weavejester/codox,Clojure,33,https://github.com/weavejester/codox,Clojure,585,weavejester,655,6.484635235635252,3.4965075614664802,6.944898313144237,3.6515975247967
https://github.com/clj-pdf/clj-pdf,Clojure,63,https://github.com/clj-pdf/clj-pdf,Clojure,16633,clj-pdf,654,6.483107351457199,4.143134726391533,7.315032535793653,3.650995020217195
https://github.com/clojure-emacs/cider-nrepl,Clojure,113,https://github.com/clojure-emacs/cider-nrepl,Clojure,3318,clojure-emacs,649,6.47543271670409,4.727387818712341,7.649463373047057,3.6479686111142016
https://github.com/luminus-framework/luminus-template,Clojure,153,https://github.com/luminus-framework/luminus-template,Clojure,2958,luminus-framework,642,6.464588303689961,5.030437921392435,7.822931517077665,3.6436922342808566
https://github.com/borkdude/jet,Clojure,26,https://github.com/borkdude/jet,Clojure,343,borkdude,626,6.439350371100098,3.258096538021482,6.808430061235745,3.6337399288763885
https://github.com/bhauman/figwheel-main,Clojure,61,https://github.com/bhauman/figwheel-main,Clojure,2355,bhauman,626,6.439350371100098,4.110873864173311,7.296566177114576,3.6337399288763885
https://github.com/yogthos/migratus,Clojure,76,https://github.com/yogthos/migratus,Clojure,613,yogthos,617,6.424869023905388,4.330733340286331,7.422415384660059,3.628029366434844
https://github.com/day8/re-frame-10x,Clojure,55,https://github.com/day8/re-frame-10x,Clojure,18098,day8,616,6.423246963533519,4.007333185232471,7.2372987185369535,3.627389724493182
https://github.com/sorenmacbeth/flambo,Clojure,38,https://github.com/sorenmacbeth/flambo,Clojure,729,sorenmacbeth,607,6.408528791059498,3.6375861597263857,7.025652757330713,3.621585772567423
https://github.com/mjul/docjure,Clojure,35,https://github.com/mjul/docjure,Clojure,592,mjul,603,6.401917196727186,3.5553480614894135,6.978579055181754,3.618978561942252
https://github.com/danielsz/system,Clojure,40,https://github.com/danielsz/system,Clojure,1927,danielsz,603,6.401917196727186,3.6888794541139363,7.055013422448246,3.618978561942252
https://github.com/wilkerlucio/pathom,Clojure,40,https://github.com/wilkerlucio/pathom,Clojure,21669,wilkerlucio,599,6.395261598115449,3.6888794541139363,7.055013422448246,3.616353998706032
https://github.com/puppetlabs/trapperkeeper,Clojure,63,https://github.com/puppetlabs/trapperkeeper,Clojure,1122,puppetlabs,588,6.376726947898627,4.143134726391533,7.315032535793653,3.609045060112666
https://github.com/weavejester/ragtime,Clojure,32,https://github.com/weavejester/ragtime,Clojure,368,weavejester,588,6.376726947898627,3.4657359027997265,6.927284385709605,3.609045060112666
https://github.com/metosin/spec-tools,Clojure,47,https://github.com/metosin/spec-tools,Clojure,1087,metosin,587,6.375024819828097,3.8501476017100584,7.147324515588789,3.6083738443411244
https://github.com/lilactown/helix,Clojure,29,https://github.com/lilactown/helix,Clojure,3461,lilactown,586,6.373319789577012,3.367295829986474,6.870936552205721,3.6077014841261095
https://github.com/clj-commons/pretty,Clojure,25,https://github.com/clj-commons/pretty,Clojure,1687,clj-commons,580,6.363028103540465,3.2188758248682006,6.78597983185754,3.6036430691906576
https://github.com/drewr/postal,Clojure,39,https://github.com/drewr/postal,Clojure,261,drewr,578,6.359573868672378,3.6635616461296463,7.040521319911015,3.6022809290778106
https://github.com/r0man/cljs-http,Clojure,46,https://github.com/r0man/cljs-http,Clojure,229,r0man,576,6.3561076606958915,3.828641396489095,7.135014202964477,3.600914067499329
https://github.com/day8/re-frame-template,Clojure,56,https://github.com/day8/re-frame-template,Clojure,1232,day8,575,6.354370040797351,4.02535169073515,7.24761264577246,3.6002288559097675
https://github.com/juxt/tick,Clojure,43,https://github.com/juxt/tick,Clojure,3270,juxt,570,6.345636360828596,3.7612001156935624,7.096410309723108,3.596784823794837
https://github.com/dvcrn/proton,Clojure,28,https://github.com/dvcrn/proton,Clojure,4861,dvcrn,569,6.343880434126331,3.332204510175204,6.850850018443113,3.5960923931154785
https://github.com/clj-commons/rewrite-clj,Clojure,25,https://github.com/clj-commons/rewrite-clj,Clojure,5938,clj-commons,568,6.342121418721152,3.2188758248682006,6.78597983185754,3.5953987444395743
